StationID,FromDate,ToDate,Stations,Latitude,Longitude,StationName,State
657,19550101,20031231,625,51.6634,10.669,Braunlage-Hohegeiﬂ,Niedersachsen
660,19480101,19601231,83,52.2744,10.5656,Braunschweig-Gliesmarode,Niedersachsen
661,18910101,19531231,75,52.2708,10.5334,Braunschweig (T.H.),Niedersachsen
662,19610101,20190202,81,52.2915,10.4464,Braunschweig,Niedersachsen
685,19980112,20061101,585,49.9017,9.4281,Breitsol,Bayern
691,18900101,20190202,4,53.045,8.7979,Bremen,Bremen
699,19490101,19580630,4,53.1004,8.7834,Bremen-Seefahrtschule,Bremen
701,19490101,20190202,7,53.5332,8.5761,Bremerhaven,Bremen
702,19480101,19600630,8,53.5876,8.6015,Bremerhaven-Speckenb-ttel,Bremen
703,19370101,19850531,5,53.4779,9.1553,Bremerv-rde (A),Niedersachsen
704,19980101,20190202,11,53.4451,9.139,Bremerv-rde,Niedersachsen
705,19850601,20061231,5,53.5312,9.1664,Bremerv-rde-Niederochtenhausen,Niedersachsen
706,19710501,20041231,234,47.8858,7.6611,Eschbach,Baden-Wrttemberg
710,19831101,20031231,181,49.025,8.6991,Bretten,Baden-Wrttemberg
717,19370101,20040630,443,51.3873,8.5737,Brilon,Nordrhein-Westfalen
722,18960101,20190202,1134,51.7986,10.6183,Brocken,Sachsen-Anhalt
727,19580101,19861231,290,49.7345,8.9557,Brombachtal-Kirch-Brombach,Hessen
729,19470101,19801231,600,50.8282,10.454,Brotterode,Th-ringen
736,19470101,19991231,390,49.6303,7.1148,Br-cken,Rheinland-Pfalz
743,20000701,20010929,73,51.2,6.1333,Br-ggen (Flugplatz),Nordrhein-Westfalen
755,19350101,20190202,340,49.5182,9.3213,Buchen Kr. Neckar-Odenwald,Baden-Wrttemberg
757,19901001,20190202,445,47.9625,7.9983,Buchenbach,Baden-Wrttemberg
760,19760601,20190202,82,53.3629,9.9435,Rosengarten-Klecken,Niedersachsen
766,20000701,20190202,477,50.1746,7.0595,B-chel (Flugplatz),Rheinland-Pfalz
769,19790101,20190202,68,52.2817,9.0889,B-ckeburg,Niedersachsen
771,19470101,19551231,148,50.2769,9.1167,B-dingen,Hessen
772,19470101,19860430,190,48.6957,8.1744,B-hlertal,Baden-Wrttemberg
773,19860501,20041231,478,48.6743,8.1799,B-hlertal-Obertal,Baden-Wrttemberg
793,19920101,19941031,530,49.662,7.1098,Buhlenberg,Rheinland-Pfalz
807,19410101,20061231,290,49.745,10.6434,Schl-sselfeld (Kl-ranlage),Bayern
817,19521001,20190202,293,51.0306,8.8146,Burgwald-Bottendorf,Hessen
829,19790701,19951130,479,50.396,8.5465,Butzbach-Bodenrod,Hessen
833,19720501,20010430,615,50.6951,13.4975,Neuhausen-Erzgeb.-Rauschenbach (Talsp.),Sachsen
840,19950301,20190202,897,50.4313,12.6114,Carlsfeld,Sachsen
848,19400101,19781231,38,52.6146,10.0726,Celle (Stadt),Niedersachsen
850,19790101,20190202,39,52.5959,10.0296,Celle,Niedersachsen
851,19480201,19960430,389,49.2504,12.604,Pemfling-Pitzling,Bayern
853,18820101,20190202,418,50.7913,12.872,Chemnitz,Sachsen
856,19980101,20190202,551,47.8843,12.5404,Chieming,Bayern
863,18900101,20120331,585,51.7904,10.347,Clausthal-Zellerfeld,Niedersachsen
865,19600101,19710228,42,52.8441,8.0624,Cloppenburg,Niedersachsen
867,19470101,20190202,345,50.3067,10.968,Lautertal-Oberlauter,Bayern
876,19470101,19881231,314,51.304,13.0096,Collmberg,Sachsen
879,20000701,20030331,68,51.7667,14.2833,Cottbus (Flugplatz),Brandenburg
880,18870101,20190202,69,51.776,14.3168,Cottbus,Brandenburg
881,19500101,20031231,423,49.0985,10.0979,Crailsheim-Alexandersreut,Baden-Wrttemberg
888,19650101,19911216,269,50.8149,12.3821,Crimmitschau,Sachsen
891,19460101,20190202,5,53.8713,8.7058,Cuxhaven,Niedersachsen
896,19630101,20190202,170,51.0778,10.8619,Dachwig,Th-ringen
917,19950801,20190202,162,49.8809,8.6779,Darmstadt,Hessen
918,19871001,19950731,122,49.8453,8.624,Darmstadt (A),Hessen
919,19370203,19740731,169,49.8697,8.6796,Darmstadt-Botanischer Garten,Hessen
920,19490101,19870930,108,49.8564,8.5929,Darmstadt (US-Air-Base),Hessen
927,19851001,20001231,430,50.1957,6.8279,Daun,Rheinland-Pfalz
931,19890801,20031231,708,47.8007,9.4108,Deggenhausertal-Azenweiler,Baden-Wrttemberg
948,19470101,19501231,60,51.8512,12.2515,Dessau,Sachsen-Anhalt
953,19500801,20190202,481,49.7619,7.0541,Deuselbach,Rheinland-Pfalz
954,19980101,20190202,0,54.1796,7.4587,UFS Deutsche Bucht,Hamburg
963,19520901,20190202,38,52.5881,8.3424,Diepholz,Niedersachsen
964,19520101,19621231,413,50.0832,6.8904,Dierfeld,Rheinland-Pfalz
965,19480601,19900630,100,51.2401,13.4166,Diesbar-Seuﬂlitz,Sachsen
970,19850401,19990630,405,49.4158,10.6734,Dietenhofen,Bayern
979,19470801,20190202,314,50.7364,8.2672,Dillenburg,Hessen
982,19470501,20061130,420,48.5701,10.4985,Dillingen-Donau,Bayern
983,20061201,20190202,419,48.5562,10.5599,Dillingen-Donau-Fristingen,Bayern
991,19540901,20190202,365,50.9117,13.7087,Dippoldiswalde-Reinberg,Sachsen
998,19480101,20011031,696,48.7968,8.4921,Dobel,Baden-Wrttemberg
1000,19910701,19970831,3,54.1442,11.8454,Doberan Bad-Heiligendamm,Mecklenburg-Vorpommern
1001,19480701,20190202,97,51.6451,13.5747,Doberlug-Kirchhain,Brandenburg
1003,19470101,19661231,201,51.1333,13.1167,D-beln,Sachsen
1006,19471101,19610930,15,53.1399,11.2544,D-mitz,Mecklenburg-Vorpommern
1018,19510101,20041231,677,47.9422,8.5046,Donaueschingen,Baden-Wrttemberg
1032,19500101,19990930,120,51.512,7.5345,Dortmund,Nordrhein-Westfalen
1047,18280101,19151231,112,51.0557,13.7274,Dresden (Mitte),Sachsen
1048,19340101,20190202,227,51.128,13.7543,Dresden-Klotzsche,Sachsen
1050,19490101,20190202,114,51.0221,13.847,Dresden-Hosterwitz,Sachsen
1051,19360101,20190202,120,51.0248,13.775,Dresden-Strehlen,Sachsen
1052,19930501,20190202,80,52.2174,12.1641,Drewitz bei Burg,Sachsen-Anhalt
1053,19370101,20030731,192,51.7337,9.0445,Driburg Bad,Nordrhein-Westfalen
1066,19630101,19761231,180,51.504,10.2613,Duderstadt,Niedersachsen
1072,19520101,20190202,107,49.4719,8.1929,D-rkheim Bad,Rheinland-Pfalz
1073,19360101,19521231,115,49.4686,8.1797,D-rkheim Bad (Saline),Rheinland-Pfalz
1074,19470401,19730228,103,51.3043,12.081,D-rrenberg Bad,Sachsen-Anhalt
1076,19360801,20001130,692,48.0135,8.5343,D-rrheim Bad,Baden-Wrttemberg
1078,19690701,20190202,37,51.296,6.7686,D-sseldorf,Nordrhein-Westfalen
1079,19350101,19960731,37,51.1998,6.7574,D-sseldorf-S-dfriedhof,Nordrhein-Westfalen
1084,19940501,20070531,31,51.394,6.7026,Duisburg-Friemersheim,Nordrhein-Westfalen
1087,19510101,19931231,21,51.4634,6.7321,Duisburg-Laar,Nordrhein-Westfalen
1091,19910101,20071231,258,51.2806,10.7362,Ebeleben,Th-ringen
1093,19510101,20051031,131,49.46,8.9584,Eberbach (LUBW),Baden-Wrttemberg
1102,19871101,20021231,300,48.7201,9.5328,Ebersbach-Fils,Baden-Wrttemberg
1103,19780101,20190202,592,48.1002,11.9872,Ebersberg-Halbing,Bayern
1106,19470101,19501231,45,52.8239,13.7979,Eberswalde,Brandenburg
1107,19630101,20190202,346,49.852,10.499,Ebrach,Bayern
1130,20000701,20050131,17,54.6282,9.3649,Eggebek,Schleswig-Holstein
1146,19850701,19870731,487,48.6593,8.9121,Ehningen,Baden-Wrttemberg
1154,19450101,19660930,470,48.3416,12.882,Eiberg,Bayern
1161,19550101,20190202,384,48.8777,11.2349,Eichst-tt-Landershofen,Bayern
1169,19760201,19990930,264,47.6288,7.5959,Eimeldingen,Baden-Wrttemberg
1172,19510101,19891130,123,51.8189,9.8871,Einbeck,Niedersachsen
1182,19470101,20010531,146,51.5029,11.5705,Eisleben-Helfta,Sachsen-Anhalt
1188,19470101,19740831,518,50.7041,10.8576,Elgersburg,Th-ringen
1197,19410101,20190202,460,48.9895,10.1312,Ellwangen-Rindelbach,Baden-Wrttemberg
1200,19980101,20190202,3,54.0691,9.0105,Elpersb-ttel,Schleswig-Holstein
1201,19470701,20001231,85,50.9281,6.5646,Elsdorf-Erftkreis,Nordrhein-Westfalen
1204,19490101,19651231,1,53.2346,8.4612,Elsfleth,Niedersachsen
1207,19480601,20190202,560,50.2705,12.2742,Elster Bad-Sohl,Sachsen
1214,19871101,20190202,440,48.2012,8.1089,Elzach-Fisnacht,Baden-Wrttemberg
1219,19470101,19970630,5,53.3449,7.1909,Emden-Nesserland,Niedersachsen
1221,19550101,19740228,0,53.3707,7.2236,Emden-Wolthusen,Niedersachsen
1224,19751101,20190202,201,48.1378,7.8351,Emmendingen-Mundingen,Baden-Wrttemberg
1228,20000701,20181230,0,54.1651,6.346,UFS TW Ems,Hamburg
1229,19470101,19970331,90,50.3324,7.6975,Ems Bad,Rheinland-Pfalz
1238,19510101,19960930,144,50.9884,7.425,Engelskirchen,Nordrhein-Westfalen
1239,19860801,20080923,540,47.8516,8.7673,Engen-Hegau,Baden-Wrttemberg
1243,19760101,19850930,705,48.4734,9.3028,Eningen,Baden-Wrttemberg
1246,20150801,20190202,104,51.8418,8.0607,Ennigerloh-Ostenfelde,Nordrhein-Westfalen
1254,19470701,20021130,210,49.1307,8.9165,Eppingen,Baden-Wrttemberg
1255,20021201,20181231,220,49.1664,8.8523,Eppingen-Elsenz,Baden-Wrttemberg
1262,19920517,20190202,446,48.3477,11.8133,M-nchen-Flughafen,Bayern
1266,19640501,20190202,18,54.2992,9.3162,Erfde,Schleswig-Holstein
1270,19510101,20190202,316,50.9829,10.9608,Erfurt-Weimar,Th-ringen
1275,19670401,19801231,340,48.3008,13.1398,Ering,Bayern
1276,19800801,20021231,408,47.6358,9.5392,Eriskirch-Mariabrunn,Baden-Wrttemberg
1279,19490101,20190202,268,49.6497,11.0074,M-hrendorf-Kleinseebach,Bayern
1280,19470401,19531231,280,49.5692,10.9929,Erlangen-Bruck,Bayern
1287,19911201,20060831,198,49.8589,9.2861,Eschau-Hobbach,Bayern
1292,19670101,20060430,470,49.7522,11.8222,Eschenbach-Oberpfalz,Bayern
1297,19470901,20190202,156,51.2041,10.0138,Eschwege,Hessen
1299,19790901,19991031,3,53.6476,7.6085,Esens,Niedersachsen
1300,19380101,20190202,351,51.254,8.1565,Eslohe,Nordrhein-Westfalen
1303,19350101,20190202,150,51.4041,6.9677,Essen-Bredeney,Nordrhein-Westfalen
1327,19370101,20190202,147,50.7119,6.7905,Weilerswist-Lommersum,Nordrhein-Westfalen
1329,19360101,20031231,50,54.134,10.5865,Eutin,Schleswig-Holstein
1332,19660701,20190202,472,48.4832,12.7241,FalkenbergKr.Rottal-Inn,Bayern
1339,20000701,20190202,73,52.9157,10.1885,Faﬂberg,Niedersachsen
1341,20081201,20111102,0,54.6,11.15,Fehmarnbelt,Schleswig-Holstein
1345,19470301,19621231,92,53.3346,13.4371,Feldberg,Mecklenburg-Vorpommern
1346,19450101,20190202,1490,47.8749,8.0038,Feldberg-Schwarzwald,Baden-Wrttemberg
1347,19800201,19870131,962,47.8555,8.1155,Feldberg-Altglash-tten,Baden-Wrttemberg
1357,19480101,20190202,654,49.9807,11.8376,Fichtelberg-Oberfranken-H-ttstadl,Bayern
1358,18900801,20190202,1213,50.4283,12.9535,Fichtelberg,Sachsen
1372,19920101,20021031,757,47.4608,10.2696,Fischen,Bayern
1374,19490112,19720430,363,50.5049,10.1671,Fladungen-Heufurt,Bayern
1378,19850701,20061231,45,54.8086,9.4182,Flensburg,Schleswig-Holstein
1379,19570101,19850630,41,54.7737,9.3752,Flensburg (Sch-ferhaus),Schleswig-Holstein
1380,19410101,19561231,19,54.8147,9.458,Flensburg-M-rwik,Schleswig-Holstein
1392,19871001,20061231,622,49.7317,12.3491,Flossenb-rg,Bayern
1403,19650401,19801031,260,50.0616,9.455,Frammersbach,Bayern
1410,19910101,19970331,130,51.3512,11.0958,Frankenhausen-Kyffh-user Bad,Th-ringen
1411,19910101,20190202,745,50.5309,10.048,Birx-Rh-n,Th-ringen
1420,19490101,20190202,100,50.0259,8.5213,Frankfurt-Main,Hessen
1421,19611201,19840831,125,50.1474,8.6746,Frankfurt-Main (Stadt),Hessen
1424,19851101,20190202,124,50.1269,8.6694,Frankfurt-Main-Westend,Hessen
1425,18700101,19611130,109,50.1213,8.6601,Frankfurt-Main (Feldbergstr.),Hessen
1426,19470101,19841231,65,52.3397,14.508,Frankfurt-Oder,Brandenburg
1428,19480101,19571231,230,49.2275,8.0585,Frankweiler,Rheinland-Pfalz
1440,19710501,20031231,481,48.2018,7.9336,Freiamt-Ottoschwanden,Baden-Wrttemberg
1441,19470101,19930430,416,50.9263,13.2711,Freiberg,Sachsen
1443,19490501,20190202,236,48.0233,7.8344,Freiburg,Baden-Wrttemberg
1447,19470101,19850630,255,48.013,7.8588,Freiburg im Breisgau-Herdern,Baden-Wrttemberg
1451,19701101,20190202,2,53.8277,9.2493,Freiburg-Elbe,Niedersachsen
1467,19480101,20051231,736,48.4607,8.4141,Freudenstadt-Kurgarten,Baden-Wrttemberg
1468,19490101,20190202,797,48.4537,8.4091,Freudenstadt,Baden-Wrttemberg
1473,20060101,20190202,436,49.178,11.3735,Freystadt-Oberndorf,Bayern
1481,19710101,19981231,928,47.9216,8.2547,Friedenweiler,Baden-Wrttemberg
1488,19470101,19721231,523,51.6884,11.0394,Friedrichsbrunn,Sachsen-Anhalt
1490,19470101,19801130,394,47.6454,9.4795,Friedrichshafen,Baden-Wrttemberg
1492,19580101,20031231,852,47.7819,7.7348,Malsburg-Marzell-Friedrichsheim,Baden-Wrttemberg
1493,19920701,19951231,793,50.4788,11.0159,Friedrichsh-he,Th-ringen
1503,19470201,20190202,6,53.0643,7.9022,Friesoythe-Altenoythe,Niedersachsen
1504,20000701,20190202,172,51.119,9.2799,Fritzlar (Flugplatz),Hessen
1513,19470101,19621130,653,50.6588,8.1027,Fuchskauten,Rheinland-Pfalz
1515,20000702,20030731,519,48.2,11.2667,F-rstenfeldbruck,Bayern
1522,19470601,19550331,313,49.4811,10.964,F-rth-Bayern (A),Bayern
1526,19490101,20190202,242,50.5668,9.6533,Fulda-Horas,Hessen
1544,19470101,20190202,47,52.5129,11.3941,Gardelegen,Sachsen-Anhalt
1550,19360101,20190202,719,47.4831,11.0623,Garmisch-Partenkirchen,Bayern
1552,19951101,19960430,13,53.2066,14.3817,Gartz-Oder,Brandenburg
1568,19580501,19821231,916,50.6549,10.7743,Gehlberg-Schm-cke,Th-ringen
1572,20000701,20190131,80,50.9593,6.0392,Geilenkirchen (Flugplatz),Nordrhein-Westfalen
1580,18840701,20190202,110,49.9859,7.9549,Geisenheim,Hessen
1583,19470101,19701231,823,50.7719,13.7732,Geisingberg,Sachsen
1584,20090601,20190202,672,47.9242,8.6473,Geisingen,Baden-Wrttemberg
1586,19610701,19680430,610,47.8774,12.6279,Traunstein-Geiﬂing,Bayern
1587,19980101,20190202,536,48.9481,11.4289,Gelbelsee,Bayern
1590,19631001,20190202,37,51.4942,6.2463,Geldern-Walbeck,Nordrhein-Westfalen
1593,19350101,19740430,190,50.2027,9.1989,Gelnhausen,Hessen
1602,19700101,20190202,176,48.4329,7.9931,Ohlsbach,Baden-Wrttemberg
1605,19530101,20190202,35,52.3875,12.1601,Genthin,Sachsen-Anhalt
1612,19520101,20190202,311,50.8813,12.1289,Gera-Leumnitz,Th-ringen
1617,19520101,20071231,210,51.7259,11.1317,Gernrode,Sachsen-Anhalt
1619,19560101,20051231,90,49.7622,8.4887,Gernsheim,Hessen
1621,19490101,19631231,550,50.2766,9.9146,Geroda-Platz,Bayern
1623,19960301,20021130,530,50.4477,9.9174,Gersfeld,Hessen
1638,19490101,19840430,158,50.591,8.6551,Gieﬂen (Lahntal),Hessen
1639,19390101,20190202,203,50.6017,8.6439,Gieﬂen-Wettenberg,Hessen
1645,19490101,20190202,340,50.9656,9.05,Gilserberg-Moischeid,Hessen
1666,19930301,20190202,27,54.8273,9.5057,Gl-cksburg-Meierwik,Schleswig-Holstein
1667,19480101,20061231,1,53.797,9.4295,Gl-ckstadt,Schleswig-Holstein
1684,19350101,20190202,238,51.1622,14.9506,G-rlitz,Sachsen
1689,19360101,20040630,443,49.7656,11.3061,G-ﬂweinstein,Bayern
1691,19470101,20190202,167,51.5002,9.9507,G-ttingen,Niedersachsen
1694,19470101,20190202,58,53.606,12.1033,Goldberg,Mecklenburg-Vorpommern
1709,19520101,19901231,360,50.8496,13.9392,Gottleuba Bad,Sachsen
1721,19910101,20190202,506,49.664,11.2239,Gr-fenberg-Kasberg,Bayern
1735,19570501,20190202,628,48.7893,13.6291,Grainet-Rehberg,Bayern
1736,19510101,20190202,27,53.5731,10.6797,Grambek,Schleswig-Holstein
1748,19360101,20050331,608,50.4788,9.262,Grebenhain-Herchenhain,Hessen
1757,18980301,20190202,2,54.0967,13.4056,Greifswald,Mecklenburg-Vorpommern
1758,19470101,19771231,2,54.1,13.45,Greifswald-Wieck,Mecklenburg-Vorpommern
1759,19470801,20190202,12,54.2437,13.9102,Greifswalder Oie,Mecklenburg-Vorpommern
1761,19470101,19581231,284,50.65,12.2,Greiz,Th-ringen
1762,19910101,20061231,270,50.6249,12.1777,Greiz-D-lau,Th-ringen
1766,19891001,20190202,48,52.1344,7.6969,M-nster-Osnabr-ck,Nordrhein-Westfalen
1803,19670101,20190202,34,54.0714,12.3238,Groﬂ L-sewitz,Mecklenburg-Vorpommern
1832,19821101,20190202,1436,49.1129,13.1338,Groﬂer Arber,Bayern
1833,19470101,19821031,1307,49.0851,13.2801,Grosser Falkenstein,Bayern
1834,19510101,19780630,913,50.8519,10.4665,Grosser Inselsberg,Th-ringen
1844,19590101,19811231,517,47.9411,11.9004,Feldkirchen-Westerham-Lenzm-hle,Bayern
1849,19490101,19601231,408,48.8126,11.5728,Groﬂmehring-Theiﬂing,Bayern
1863,19950301,20190202,258,50.2667,9.1854,Gr-ndau-Breitenborn,Hessen
1869,19730101,20190202,56,53.3153,13.9338,Gr-now,Brandenburg
1873,19570501,19981231,300,51.7956,10.238,Grund Bad,Niedersachsen
1875,19510101,20021231,492,48.9354,9.7364,Gschwend Kr. Ostalb,Baden-Wrttemberg
1886,20160901,20190202,444,48.4878,10.2607,G-nzburg,Bayern
1890,19470101,19501231,30,53.7667,12.2167,G-strow-Schabernack,Mecklenburg-Vorpommern
1891,19380101,20020331,73,51.8771,8.3577,Rheda-Wiedenbr-ck-Lintel,Nordrhein-Westfalen
1892,20000701,20131027,72,51.9298,8.3005,G-tersloh (Flugplatz),Nordrhein-Westfalen
1902,19841101,20001231,413,49.1273,10.7448,Gunzenhausen (Altm-hlsee),Bayern
1920,19780601,20071231,100,51.4129,7.4895,Hagen-Fley,Nordrhein-Westfalen
1929,19470101,20010731,567,51.8597,10.3368,Hahnenklee,Niedersachsen
1957,19510101,20150322,93,51.5138,11.9499,Halle-Kr-llwitz,Sachsen-Anhalt
1960,18510101,19661231,102,51.4831,11.9671,Halle (Stadt),Sachsen-Anhalt
1964,19520101,20190117,328,49.9445,6.3821,Olsdorf,Rheinland-Pfalz
1972,19120101,19620930,35,53.4793,10.2415,Hamburg-Bergedorf,Hamburg
1973,19470101,19541231,14,53.5598,9.9874,Hamburg-Botanischer Garten,Hamburg
1975,19360101,20190202,11,53.6332,9.9881,Hamburg-Fuhlsb-ttel,Hamburg
1979,19510101,20061231,2,53.4213,10.1462,Hamburg-Kirchwerder,Hamburg
1981,19620501,20190202,3,53.4777,9.8957,Hamburg-Neuwiedenthal,Hamburg
1986,19780601,19880430,1,53.4699,10.1804,Hamburg-Reitbrook,Hamburg
1987,19560101,20000229,47,53.5467,9.9662,Hamburg-Sankt Pauli,Hamburg
1990,19510101,20061231,18,53.5853,10.1293,Hamburg-Wandsbek,Hamburg
1993,19400101,20071031,68,52.0848,9.3896,Hameln,Niedersachsen
2000,19950601,19960930,106,50.1205,8.9243,Hanau,Hessen
2005,19610101,19941231,108,52.7199,10.5987,Hankensb-ttel,Niedersachsen
2014,19360101,20190202,55,52.4644,9.6779,Hannover,Niedersachsen
2023,19980101,20190202,502,48.7918,10.7062,Harburg,Bayern
2039,19360101,20190202,201,51.9002,10.5699,Harzburg Bad,Niedersachsen
2044,19450501,20190202,404,51.652,11.1367,Harzgerode,Sachsen-Anhalt
2048,19510101,19591231,3,53.6342,9.6038,Haseldorf,Schleswig-Holstein
2053,19630101,19751231,461,51.6868,10.8631,Hasselfelde,Sachsen-Anhalt
2069,19360101,19750531,648,48.8629,13.067,Hausstein,Bayern
2074,19470101,20190202,522,48.3751,8.9801,Hechingen,Baden-Wrttemberg
2078,19370101,20020630,10,54.2181,9.0853,Weddingstedt,Schleswig-Holstein
2080,19350101,20120912,110,49.4206,8.6676,Heidelberg,Baden-Wrttemberg
2081,19360101,19601231,561,49.3981,8.7251,K-nigstuhl,Baden-Wrttemberg
2083,19490101,19581231,110,49.4192,8.6051,Heidelberg-Grenzhof,Baden-Wrttemberg
2088,19470101,20050430,498,48.6765,10.1307,Heidenheim-Brenz,Baden-Wrttemberg
2092,19520201,19901231,496,50.1691,7.9949,Heidenrod-Mappershain,Hessen
2095,19470701,20031031,167,49.1448,9.2333,Heilbronn,Baden-Wrttemberg
2110,19630101,20190202,57,51.0411,6.1042,Heinsberg-Schleiden,Nordrhein-Westfalen
2115,19520501,20190202,4,54.175,7.892,Helgoland,Schleswig-Holstein
2120,19470301,20061231,140,52.2164,11.0219,Helmstedt,Niedersachsen
2122,19700101,20020531,2,53.9701,9.0095,Helse Kr. Dithmarschen,Schleswig-Holstein
2147,19360101,20071231,77,52.1264,8.6865,Herford,Nordrhein-Westfalen
2151,19470101,19910831,215,51.0048,10.1705,Herleshausen,Hessen
2158,19510101,20050930,350,48.8042,8.443,Herrenalb Bad,Baden-Wrttemberg
2159,19780401,19850331,430,48.5915,8.8541,Herrenberg,Baden-Wrttemberg
2160,19910101,20001231,360,50.8444,10.6904,Herrenhof,Th-ringen
2166,19510101,19901231,344,51.0167,14.75,Herrnhut,Sachsen
2167,19480101,20120331,302,49.7672,7.3356,Niederw-rresbach,Rheinland-Pfalz
2171,19490101,20190202,272,50.8519,9.7378,Hersfeld Bad,Hessen
2173,19760101,20071231,60,51.589,7.1548,Herten,Nordrhein-Westfalen
2174,19911001,20190202,238,51.6255,10.3695,Herzberg,Niedersachsen
2201,19310414,20190202,1,54.575,13.1044,Hiddensee-Vitte,Mecklenburg-Vorpommern
2206,19530301,20080229,117,52.1408,9.8838,Hildesheim,Niedersachsen
2211,19370101,20190202,295,50.7371,7.6528,Hilgenroth,Rheinland-Pfalz
2221,19800101,19991031,1053,47.5408,10.4371,Hindelang-Unterjoch,Bayern
2223,19910101,20011231,300,50.3674,10.5687,Hindfeld,Th-ringen
2225,19220101,19840930,385,50.9167,14.3667,Hinterhermsdorf,Sachsen
2226,19910101,20020930,668,50.4707,10.9106,Eisfeld-Waffenrod-Hinterrod,Th-ringen
2228,19460101,20050331,883,47.8983,8.1055,Hinterzarten,Baden-Wrttemberg
2244,19460101,19990930,1008,47.7327,8.1627,H-chenschwand,Baden-Wrttemberg
2250,19410101,20060731,403,49.1279,12.8645,H-llenstein (Kraftwerk),Bayern
2252,19470101,20190202,270,50.899,14.7457,Bertsdorf-H-rnitz,Sachsen
2260,19490101,20061231,474,50.323,11.9077,Hof (Stadt),Bayern
2261,19470101,20190202,565,50.3122,11.8761,Hof,Bayern
2264,19480101,20021130,242,51.5337,9.4786,Hofgeismar-Beberbeck,Hessen
2268,19490101,20061231,263,50.1352,10.5156,Hofheim,Bayern
2289,19530701,19661231,28,52.6667,12.3333,Hohennauen,Brandenburg
2290,17810101,20190202,977,47.8009,11.0108,Hohenpeiﬂenberg,Bayern
2297,19720601,19951130,80,54.1195,9.7127,Hohenwestedt,Schleswig-Holstein
2302,19910101,19921231,317,50.9632,11.4847,Hohlstedt-K-tschau,Th-ringen
2303,19811001,20190202,10,54.3146,9.539,Hohn,Schleswig-Holstein
2306,19771101,20190202,8,54.3194,10.6732,Hohwacht,Schleswig-Holstein
2315,20000601,20190202,81,51.7657,13.1666,Holzdorf (Flugplatz),Sachsen-Anhalt
2318,19980801,20000131,397,50.2182,7.9133,Holzhausen a.d. Haide,Rheinland-Pfalz
2319,19821201,20190202,685,47.8823,11.6962,Holzkirchen,Bayern
2323,19510101,20190202,110,51.8529,9.4953,Bevern Kr. Holzminden,Niedersachsen
2324,19750601,20080930,440,51.7659,9.5447,Holzminden-Silberborn,Niedersachsen
2327,19510101,20000630,250,50.7316,9.0032,Homberg-Ohm,Hessen
2331,19700101,20021231,235,49.3278,7.3533,Homburg-Saar,Saarland
2338,20000601,20050630,39,52.3333,7.55,Hopsten (Flugplatz),Nordrhein-Westfalen
2344,19430101,19640331,582,50.1511,11.698,Horlachen,Bayern
2349,19530101,20050831,1119,48.6136,8.2034,Hornisgrinde,Baden-Wrttemberg
2352,19570101,19710831,712,47.6227,8.0177,Hottingen,Baden-Wrttemberg
2354,19470201,19591231,118,51.4379,14.2426,Hoyerswerda (Ph),Sachsen
2360,19360101,19780430,438,48.6018,11.6769,H-ll,Bayern
2362,19821001,20190202,328,50.5651,7.4843,H-mmerich,Rheinland-Pfalz
2374,18910101,19740630,3,54.4752,9.0564,Husum,Schleswig-Holstein
2385,20000701,20190202,376,49.6927,7.3264,Idar-Oberstein,Rheinland-Pfalz
2388,19900601,20031231,193,48.0419,7.6322,Ihringen,Baden-Wrttemberg
2396,19470101,19501231,260,51.8667,10.6833,Ilsenburg,Sachsen-Anhalt
2406,19800701,20021130,209,49.2967,9.652,Ingelfingen,Baden-Wrttemberg
2409,19410101,19531231,360,48.7662,11.4539,Ingolstadt (Flussmeisterstelle),Bayern
2410,20000702,20190202,364,48.7112,11.5362,Ingolstadt (Flugplatz),Bayern
2417,19590101,19771231,621,48.1644,12.0307,Mittbach,Bayern
2422,19380101,19780630,230,51.3768,7.7644,Iserlohn-Westig,Nordrhein-Westfalen
2423,19470101,20040430,712,47.6894,10.0416,Isny,Baden-Wrttemberg
2429,20000601,20190202,21,53.9897,9.5696,Itzehoe,Schleswig-Holstein
2436,19950101,20061231,55,52.0547,13.2344,J-nickendorf,Brandenburg
2437,19980101,20190202,21,54.457,9.5203,Schleswig-Jagel,Schleswig-Holstein
2444,18240101,20190202,155,50.9251,11.583,Jena (Sternwarte),Th-ringen
2451,19910101,20010831,77,51.7954,12.9583,Jessen-Elster,Sachsen-Anhalt
2456,19400101,20050826,7,53.5322,7.8806,Jever,Niedersachsen
2464,19510101,19901031,1,53.5316,9.6752,Jork,Niedersachsen
2474,19760101,20081231,91,50.9104,6.4093,J-lich (Forsch.-Anlage),Nordrhein-Westfalen
2475,19670101,19801231,75,52,13.1009,J-terbog,Brandenburg
2477,19700401,20081231,728,47.5938,7.9597,Jungholz (K-hmoos),Baden-Wrttemberg
2480,19470101,20190202,107,50.0643,8.993,Kahl-Main,Bayern
2483,19261101,20190202,839,51.1803,8.4891,Kahler Asten,Nordrhein-Westfalen
2485,20110501,20190202,489,48.9171,9.6872,Kaisersbach-Cronh-tte,Baden-Wrttemberg
2486,19010101,20190202,271,49.4262,7.7557,Kaiserslautern,Rheinland-Pfalz
2488,19460101,20020930,516,48.7701,10.7876,Kaisheim-Neuhof,Bayern
